environment_steps,update,learning_rate,mean_recent_return,eval_mean_return,eval_std_return,eval_mean_episode_length,policy_loss,value_loss,entropy,jis,alpha_is,ratio_mean,ratio_std,dimension_clipped_fraction,actor_grad_norm,critic_grad_norm,accepted_old_batches,total_training_batches,effective_minibatch_size,mean_replay_score,max_replay_score
2048,1,0.0003,102.78367100535179,273.28131793492986,10.337727797709494,55.6,-0.10957361214241246,0.3081479092594236,24.096486121416092,0.05918317662726622,2.0,0.9996402928605675,0.06904146823799237,0.017066865953529485,2.5875734303146602,0.09035963864735094,0,1,64,nan,nan
