environment_steps,update,learning_rate,mean_recent_return,policy_loss,value_loss,entropy,jis,alpha_is,ratio_mean,ratio_std,dimension_clipped_fraction,actor_grad_norm,critic_grad_norm
59392,29,0.000127968,214.25876867912243,-0.006620543064491358,0.02248822626861511,4.1621306732296945,0.001020417245612782,4.0,0.9999261986464262,0.02516168887607746,0.0004720052224001847,0.957585992012173,0.07607621796778404
61440,30,0.00012182399999999999,191.57206563025176,-0.0029588994882942645,0.03944031525461469,4.15982940196991,0.0007133762303177193,4.0,0.9999155573546886,0.02083201887705135,9.765625291038304e-05,0.8784070260822773,0.10288055904093199
63488,31,0.00011568,197.86945520988507,-0.0044650169467786325,0.027470995658950413,4.166237342357635,0.0008237929394283923,4.0,1.0000608326867222,0.022785133630519993,0.0005371093910071067,0.843734863307327,0.08141001755720936
65536,32,0.00010953599999999999,191.73234547358715,-0.002267667034175247,0.03526172070123721,4.170377369225025,0.0005712109301086747,2.0,0.9998632280156017,0.019303000856162544,0.0,0.9466580577194691,0.09604146586498245
67584,33,0.00010339199999999998,211.639320358119,-0.006232579263451043,0.016441266833862756,4.169097808003426,0.00197318646377592,4.0,0.999701408110559,0.035722618313973185,0.001106770864862483,0.8553162558935583,0.06545806332142093
69632,34,0.0001,220.74226771715104,-0.003367732670449186,0.003749859637900954,4.16161518394947,0.0008522225656293285,4.0,0.9999162770807744,0.02291803653465325,9.765625291038304e-05,0.9354381894692778,0.03721173821541015
71680,35,0.0001,221.1694393672541,-0.0035830672095471527,0.005694206728367135,4.152973558008671,0.0008367350843230358,4.0,0.9997486729174853,0.02331248002136157,0.00014648437936557457,0.9656151400879025,0.04720874101330992
73728,36,0.0001,199.28962753473712,-0.002287721658649389,0.01752426360035315,4.149675239622593,0.0005415821324618751,2.0,0.9999672522768378,0.018305905311285973,8.138021075865254e-05,0.9748835127800703,0.07216142920660787
75776,37,0.0001,220.88243470106931,-0.002998177673362079,0.017068435351393418,4.145262502133846,0.0010199012765583443,2.0,1.0002150794491171,0.02510134837614162,3.255208430346102e-05,0.9102909515611828,0.06470696520409547
77824,38,0.0001,221.32706757247962,-0.00467562375270063,0.0029216979655757314,4.135839986801147,0.001873319868953212,4.0,1.0001560980454087,0.03429733461446209,0.0005533854331588372,1.0003105722367764,0.032118050492135806
79872,39,0.0001,220.09092232155544,-0.0034735761022602674,0.0025297595700976673,4.127223488688469,0.0009855809388171033,4.0,1.000231153331697,0.024790327979454286,8.138021075865254e-05,1.0266711926087737,0.029480210377369077
81920,40,0.0001,223.317279037872,-0.002185857245058287,0.0017651707461482148,4.124033845961094,0.0008008274871770579,4.0,0.9994865048676729,0.02223094890077182,3.255208430346102e-05,1.0277870807796716,0.024072172885644248
83968,41,0.0001,227.86446922835594,-0.006510549289669143,0.00582009370191372,4.123583625257015,0.0007652280099194343,4.0,0.9997281096875668,0.02175865150695444,0.0005371093910071067,0.9088586171157658,0.039057483576470986
86016,42,0.0001,227.29275495438964,-0.0035090311226667835,0.0017533014521177392,4.123301370441913,0.0010109288983330034,4.0,1.0000778859481216,0.02498302059693529,0.00014648437936557457,1.1338401328772307,0.02713358330365736
88064,43,0.0001,229.8282669260394,-0.0020556962328555526,0.014951942173865973,4.124926993250847,0.00025249652460108626,2.0,1.0000387905165553,0.012441313532857512,3.255208430346102e-05,0.7759696392342448,0.05519274837570265
90112,44,0.0001,228.20433097155768,-0.004583082397584803,0.0013576972398368526,4.122204355895519,0.002011527567386056,4.0,1.0002997562289238,0.03460249661734434,0.0012207031599245966,1.0791435981169344,0.02214476379158441
92160,45,0.0001,227.69047193700075,-0.004459428149129962,0.001093584550289961,4.124137751758099,0.0011561149169950224,4.0,0.9999001365154981,0.02711877569474861,0.00035807292733807116,1.0657496149651706,0.019230654131388292
94208,46,0.0001,242.29593504695208,-0.004872643941052956,0.0018954321090859593,4.125463771820068,0.0012872998668598651,4.0,1.0002224646508693,0.02789613046816557,0.0006510416846140288,1.1034596289508045,0.02650521879986627
96256,47,0.0001,234.61371154856843,-0.0053749168740068855,0.00204015636099939,4.116946224868298,0.0013500414524458858,4.0,0.9997253259643912,0.028908688891995205,0.0004720052224001847,1.200124592334032,0.03001463371620048
98304,48,0.0001,244.6406558836698,-0.007381112998700701,0.0034870034654886695,4.10856685936451,0.0013361157886365525,4.0,1.0005463035777211,0.029463746779938127,0.001497395876504015,1.1331367272883655,0.04078225045814179
100352,49,0.0001,242.62869908869183,-0.004478001809911802,0.002526639923962648,4.107112833857537,0.0012842679842621813,4.0,1.0003369038924574,0.029017063172690084,0.0008300781497382559,1.1418494963087142,0.031627504929201675
